Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,ChgSetSize,Age,Buggyness
0.10.2,storm-core/src/jvm/backtype/storm/torrent/BitTorrentCodeDistributor.java,191,0,0,0,0,0.000,0,0,0.000,0,123,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/ICommitter.java,17,0,0,0,0,0.000,0,0,0.000,0,198,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/ICommitterTransactionalSpout.java,17,0,0,0,0,0.000,0,0,0.000,0,198,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/ITransactionalSpout.java,17,0,0,0,0,0.000,0,0,0.000,0,198,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/TransactionAttempt.java,17,0,0,0,0,0.000,0,0,0.000,0,198,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,88,0,0,0,0,0.000,0,0,0.000,0,198,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/partitioned/OpaquePartitionedTransactionalSpoutExecutor.java,5,0,0,0,0,0.000,0,0,0.000,0,66,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/state/TestTransactionalState.java,329,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/transactional/state/TransactionalState.java,238,0,0,0,0,0.000,0,0,0.000,0,152,N
0.10.2,storm-core/src/jvm/backtype/storm/tuple/AddressedTuple.java,192,0,0,0,0,0.000,0,0,0.000,0,66,N
0.10.2,storm-core/src/jvm/backtype/storm/tuple/Fields.java,85,0,0,0,0,0.000,0,0,0.000,0,73,N
0.10.2,storm-core/src/jvm/backtype/storm/tuple/ITuple.java,1206,0,0,0,0,0.000,0,0,0.000,0,129,N
0.10.2,storm-core/src/jvm/backtype/storm/tuple/TupleImpl.java,20,0,0,0,0,0.000,0,0,0.000,0,122,N
0.10.2,storm-core/src/jvm/backtype/storm/ui/InvalidRequestException.java,282,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/BufferInputStream.java,106,0,0,0,0,0.000,0,0,0.000,0,61,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/DisruptorBackpressureCallback.java,162,0,0,0,0,0.000,0,0,0.000,0,76,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/DisruptorQueue.java,1751,0,0,0,0,0.000,0,0,0.000,0,184,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ExtendedThreadPoolExecutor.java,335,0,0,0,0,0.000,0,0,0.000,0,102,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/LocalState.java,662,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/Monitor.java,2764,0,0,0,0,0.000,0,0,0.000,0,135,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/NimbusClient.java,491,0,0,0,0,0.000,0,0,0.000,0,157,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/NimbusLeaderNotFoundException.java,123,0,0,0,0,0.000,0,0,0.000,0,59,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/RateTracker.java,830,0,0,0,0,0.000,0,0,0.000,0,74,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/RotatingMap.java,28,0,0,0,0,0.000,0,0,0.000,0,77,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ShellBoltMessageQueue.java,484,0,0,0,0,0.000,0,0,0.000,0,62,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ShellProcess.java,412,0,0,0,0,0.000,0,0,0.000,0,174,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ShellUtils.java,4496,0,0,0,0,0.000,0,0,0.000,0,136,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/StormBoundedExponentialBackoffRetry.java,449,0,0,0,0,0.000,0,0,0.000,0,129,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/TestUtils.java,238,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ThriftTopologyUtils.java,32,0,0,0,0,0.000,0,0,0.000,0,63,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/Time.java,100,0,0,0,0,0.000,0,0,0.000,0,149,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/TransferDrainer.java,979,0,0,0,0,0.000,0,0,0.000,0,143,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/TupleUtils.java,32,0,0,0,0,0.000,0,0,0.000,0,111,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/Utils.java,3713,0,0,0,0,0.000,0,0,0.000,0,194,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/VersionInfo.java,655,0,0,0,0,0.000,0,0,0.000,0,120,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/VersionedStore.java,6,0,0,0,0,0.000,0,0,0.000,0,102,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/WorkerBackpressureCallback.java,156,0,0,0,0,0.000,0,0,0.000,0,72,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/WorkerBackpressureThread.java,354,0,0,0,0,0.000,0,0,0.000,0,76,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ZookeeperAuthInfo.java,35,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/utils/ZookeeperServerCnxnFactory.java,588,0,0,0,0,0.000,0,0,0.000,0,141,N
0.10.2,storm-core/src/jvm/backtype/storm/validation/ConfigValidation.java,2769,0,0,0,0,0.000,0,0,0.000,0,68,N
0.10.2,storm-core/src/jvm/backtype/storm/validation/ConfigValidationAnnotations.java,886,0,0,0,0,0.000,0,0,0.000,0,68,N
0.10.2,storm-core/src/jvm/backtype/storm/validation/ConfigValidationUtils.java,700,0,0,0,0,0.000,0,0,0.000,0,68,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/CountEvictionPolicy.java,361,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/CountTriggerPolicy.java,330,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/Event.java,229,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/EventImpl.java,229,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/EvictionPolicy.java,306,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TimeEvictionPolicy.java,317,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TimeTriggerPolicy.java,614,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TriggerHandler.java,151,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TriggerPolicy.java,210,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TupleWindow.java,130,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/TupleWindowImpl.java,305,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WaterMarkEvent.java,114,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WaterMarkEventGenerator.java,348,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WatermarkCountEvictionPolicy.java,195,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WatermarkCountTriggerPolicy.java,249,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WatermarkTimeEvictionPolicy.java,231,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WatermarkTimeTriggerPolicy.java,327,0,0,0,0,0.000,0,0,0.000,0,64,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/Window.java,240,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WindowLifecycleListener.java,210,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/backtype/storm/windowing/WindowManager.java,1291,0,0,0,0,0.000,0,0,0.000,0,65,N
0.10.2,storm-core/src/jvm/org/apache/storm/Config.java,1638,13,7,91,22,7.000,15,10,1.154,480,61,Y
0.10.2,storm-core/src/jvm/org/apache/storm/Constants.java,163,5,4,16,4,3.200,9,3,1.800,80,40,Y
0.10.2,storm-core/src/jvm/org/apache/storm/ILocalCluster.java,306,2,1,348,174,174.000,306,153,153.000,93,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/ILocalDRPC.java,18,2,1,22,11,11.000,18,9,9.000,93,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/LocalCluster.java,1688,6,3,1980,824,330.000,1688,824,281.333,309,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/LocalDRPC.java,691,5,3,88,18,17.600,43,11,8.600,336,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/MockAutoCred.java,150,0,0,0,0,0.000,0,0,0.000,0,48,N
0.10.2,storm-core/src/jvm/org/apache/storm/ProcessSimulator.java,807,8,6,74,13,9.250,69,12,8.625,264,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/StormSubmitter.java,660,7,4,235,69,33.571,24,12,3.429,239,36,Y
0.10.2,storm-core/src/jvm/org/apache/storm/StormTimer.java,2669,8,6,34,5,4.250,11,2,1.375,264,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/Testing.java,1432,2,1,1432,716,716.000,1432,716,716.000,93,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/Thrift.java,3861,2,1,2,1,1.000,0,0,0.000,93,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/annotation/InterfaceStability.java,162,3,3,162,54,54.000,162,54,54.000,330,2,N
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/BlobStore.java,101,2,1,76,38,38.000,76,38,38.000,20,46,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/BlobStoreAclHandler.java,50,0,0,0,0,0.000,0,0,0.000,0,44,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/BlobStoreUtils.java,151,13,7,64,12,4.923,18,9,1.385,338,53,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/BlobSynchronizer.java,24,5,4,39,13,7.800,24,8,4.800,233,4,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/ClientBlobStore.java,85,0,0,0,0,0.000,0,0,0.000,0,27,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/FileBlobStoreImpl.java,60,3,3,78,26,26.000,60,20,20.000,231,5,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/KeySequenceNumber.java,27,3,3,45,15,15.000,27,9,9.000,231,0,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/LocalFsBlobStore.java,16,13,11,28,7,2.154,16,6,1.231,441,49,Y
0.10.2,storm-core/src/jvm/org/apache/storm/blobstore/NimbusBlobStore.java,31,2,2,12,6,6.000,10,5,5.000,5,24,Y
0.10.2,storm-core/src/jvm/org/apache/storm/callback/Callback.java,95,0,0,0,0,0.000,0,0,0.000,0,53,N
0.10.2,storm-core/src/jvm/org/apache/storm/callback/DefaultWatcherCallBack.java,140,0,0,0,0,0.000,0,0,0.000,0,53,N
0.10.2,storm-core/src/jvm/org/apache/storm/callback/WatcherCallBack.java,96,0,0,0,0,0.000,0,0,0.000,0,53,N
0.10.2,storm-core/src/jvm/org/apache/storm/callback/ZKStateChangedCallback.java,105,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/Cluster.java,236,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/ClusterState.java,3,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/ClusterUtils.java,1716,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/DistributedClusterState.java,268,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/ExecutorBeat.java,352,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/IStateStorage.java,31,2,2,6,3,3.000,-6,0,-3.000,239,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/IStormClusterState.java,1017,6,2,164,71,27.333,144,64,24.000,308,50,Y
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/PaceMakerStateStorage.java,1848,8,4,161,50,20.125,93,30,11.625,248,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/PaceMakerStateStorageFactory.java,404,5,3,20,6,4.000,-98,0,-19.600,225,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/StormClusterState.java,129,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/StormClusterStateImpl.java,5033,6,4,30,7,5.000,0,4,0.000,275,52,Y
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/StormZkClusterState.java,683,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/VersionedData.java,27,2,2,50,36,25.000,27,36,13.500,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/ZKStateStorage.java,1724,2,2,2,1,1.000,0,0,0.000,239,52,Y
0.10.2,storm-core/src/jvm/org/apache/storm/cluster/ZKStateStorageFactory.java,266,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/Activate.java,360,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/AdminCommands.java,266,4,2,176,133,44.000,152,133,38.000,1,21,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/Blobstore.java,1740,0,0,0,0,0.000,0,0,0.000,0,27,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/CLI.java,3305,0,0,0,0,0.000,0,0,0.000,0,51,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/ConfigValue.java,210,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/Deactivate.java,360,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/DevZookeeper.java,350,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/GetErrors.java,400,0,0,0,0,0.000,0,0,0.000,0,27,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/HealthCheck.java,1253,3,3,6,2,2.000,3,1,1.000,232,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/Heartbeats.java,445,0,0,0,0,0.000,0,0,0.000,0,27,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/KillTopology.java,468,3,3,21,7,7.000,9,3,3.000,237,51,Y
0.10.2,storm-core/src/jvm/org/apache/storm/command/KillWorkers.java,127,8,5,20,7,2.500,-38,0,-4.750,266,43,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/List.java,400,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/ListTopologies.java,70,0,0,0,0,0.000,0,0,0.000,0,48,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/Monitor.java,520,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/Rebalance.java,688,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/SetLogLevel.java,928,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/UploadCredentials.java,610,0,0,0,0,0.000,0,0,0.000,0,48,N
0.10.2,storm-core/src/jvm/org/apache/storm/command/devZookeeper.java,35,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/ResourceIsolationInterface.java,584,2,2,38,19,19.000,34,17,17.000,239,51,Y
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCenter.java,2160,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCommon.java,2700,2,2,6,3,3.000,0,0,0.000,239,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCommonOperation.java,810,2,2,2,1,1.000,0,0,0.000,239,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCoreFactory.java,740,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupManager.java,2138,2,2,46,23,23.000,18,9,9.000,239,51,Y
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupOperation.java,790,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupUtils.java,1180,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/Device.java,750,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/Hierarchy.java,1300,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/SubSystem.java,810,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/SubSystemType.java,360,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/SystemOperation.java,753,3,3,6,2,2.000,3,1,1.000,232,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/BlkioCore.java,2130,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CgroupCore.java,260,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpuCore.java,1350,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpuacctCore.java,710,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpusetCore.java,2090,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/DevicesCore.java,1890,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/FreezerCore.java,660,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/MemoryCore.java,1880,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/NetClsCore.java,690,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/container/cgroup/core/NetPrioCore.java,650,0,0,0,0,0.000,0,0,0.000,0,51,N
0.10.2,storm-core/src/jvm/org/apache/storm/coordination/CoordinatedBolt.java,20,0,0,0,0,0.000,0,0,0.000,0,50,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/Acker.java,962,0,0,0,0,0.000,0,0,0.000,0,52,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/DaemonCommon.java,153,0,0,0,0,0.000,0,0,0.000,0,48,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/Drpc.java,338,0,0,0,0,0.000,0,0,0.000,0,50,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/DrpcServer.java,1805,6,4,3,1,0.500,-1071,0,-178.500,279,49,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/GrouperFactory.java,976,4,4,8,2,2.000,4,1,1.000,244,45,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/StormCommon.java,4228,8,4,51,10,6.375,-27,4,-3.375,294,48,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/Task.java,994,5,4,93,22,18.600,-8,0,-1.600,87,45,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/BlockingOutstandingRequest.java,201,5,4,202,67,40.400,201,67,40.200,258,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/DRPC.java,645,3,3,645,215,215.000,645,215,215.000,257,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/DRPCServer.java,168,1,1,168,168,168.000,168,168,168.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/DRPCThrift.java,116,2,2,116,58,58.000,116,58,58.000,32,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/OutstandingRequest.java,116,2,2,116,58,58.000,116,58,58.000,32,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/RequestFactory.java,48,2,2,48,24,24.000,48,24,24.000,32,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/webapp/AuthorizationExceptionMapper.java,39,1,1,39,39,39.000,39,39,39.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/webapp/DRPCApplication.java,47,1,1,47,47,47.000,47,47,47.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/webapp/DRPCExceptionMapper.java,61,1,1,61,61,61.000,61,61,61.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/webapp/DRPCResource.java,63,1,1,63,63,63.000,63,63,63.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/drpc/webapp/ReqContextFilter.java,69,1,1,69,69,69.000,69,69,69.000,25,10,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinBoltMetrics.java,546,0,0,0,0,0.000,0,0,0.000,0,46,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinMetrics.java,231,0,0,0,0,0.000,0,0,0.000,0,46,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinMetricsUtil.java,561,0,0,0,0,0.000,0,0,0.000,0,46,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinSpoutMetrics.java,448,0,0,0,0,0.000,0,0,0.000,0,46,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/MetricsUtils.java,590,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/SpoutThrottlingMetrics.java,399,0,0,0,0,0.000,0,0,0.000,0,46,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/ConsolePreparableReporter.java,374,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/CsvPreparableReporter.java,383,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/JmxPreparableReporter.java,347,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/PreparableReporter.java,160,0,0,0,0,0.000,0,0,0.000,0,52,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/nimbus/Nimbus.java,7587,21,6,7957,3729,378.905,7587,3729,361.286,249,14,Y
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/nimbus/TopologyActions.java,62,2,1,62,31,31.000,62,31,31.000,20,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/nimbus/TopologyResources.java,126,2,1,126,63,63.000,126,63,63.000,20,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/nimbus/TopologyStateTransition.java,54,2,1,54,27,27.000,54,27,27.000,20,14,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/AdvancedFSOps.java,743,8,6,747,350,93.375,743,350,92.875,307,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/BasicContainer.java,1507,13,5,1564,727,120.308,1507,727,115.923,316,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/BasicContainerLauncher.java,124,2,2,124,62,62.000,124,62,62.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/Container.java,1112,6,5,1120,549,186.667,1112,549,185.333,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/ContainerLauncher.java,208,2,2,208,104,104.000,208,104,104.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/DaemonCommon.java,22,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/DefaultUncaughtExceptionHandler.java,62,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/EventManagerPushCallback.java,74,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/ExitCodeCallback.java,38,2,2,41,30,20.500,38,30,19.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/Killable.java,50,2,2,50,50,25.000,50,50,25.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/LocalContainer.java,174,8,5,198,85,24.750,174,85,21.750,356,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/LocalContainerLauncher.java,120,2,2,120,60,60.000,120,60,60.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/ReadClusterState.java,809,12,6,879,327,73.250,809,327,67.417,307,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/RunAsUserContainer.java,200,2,2,200,100,100.000,200,100,100.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/RunAsUserContainerLauncher.java,120,2,2,120,60,60.000,120,60,60.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/RunProfilerActions.java,221,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/Slot.java,1570,2,2,1570,785,785.000,1570,785,785.000,239,25,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/StandaloneSupervisor.java,182,2,2,20,10,10.000,16,8,8.000,1,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/State.java,44,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/StateHeartbeat.java,90,0,0,0,0,0.000,0,0,0.000,0,49,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/Supervisor.java,517,13,6,563,271,43.308,364,180,28.000,377,48,N
0.10.2,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SupervisorDaemon.java,56,0,0,0,0,0.000,0,0,0.000,0,49,N
