Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,oversampling,best first,sensitive threshold,0.7722222,0.0126109,0.9873891,0.2277778,0.8373494,0.7722222,0.8798056,0.7876675
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,oversampling,best first,sensitive threshold,0.0590164,0.0256410,0.9743590,0.9409836,0.2465753,0.0590164,0.5166877,0.0495366
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,oversampling,best first,sensitive threshold,0.0855457,0.0223464,0.9776536,0.9144543,0.3766234,0.0855457,0.5315997,0.0936903
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,oversampling,best first,sensitive threshold,0.8973607,0.0009294,0.9990706,0.1026393,0.9935065,0.8973607,0.9482157,0.9344833
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,oversampling,best first,sensitive threshold,0.7437811,0.0015943,0.9984057,0.2562189,0.9867987,0.7437811,0.8710934,0.8277841
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,oversampling,best first,sensitive threshold,0.8806306,0.0000000,1.0000000,0.1193694,1.0000000,0.8806306,0.9403153,0.9261326
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,oversampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,oversampling,best first,sensitive threshold,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.6421307,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,oversampling,best first,sensitive threshold,0.2373541,0.0119926,0.9880074,0.7626459,0.8243243,0.2373541,0.6126807,0.3094016
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,oversampling,best first,sensitive threshold,0.0771513,0.0078534,0.9921466,0.9228487,0.7428571,0.0771513,0.5346490,0.1013585
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,oversampling,best first,sensitive threshold,0.1408451,0.0312262,0.9687738,0.8591549,0.5494505,0.1408451,0.5548094,0.1504303
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,oversampling,best first,sensitive threshold,0.0952381,0.0218069,0.9781931,0.9047619,0.1463415,0.0952381,0.5367156,0.0882321
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,oversampling,best first,sensitive threshold,0.7083333,0.1791444,0.8208556,0.2916667,0.1125828,0.7083333,0.7645945,0.1486093
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,oversampling,best first,sensitive threshold,0.0552486,0.0186916,0.9813084,0.9447514,0.2000000,0.0552486,0.5182785,0.0546664
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,oversampling,best first,sensitive threshold,0.0055556,0.0004671,0.9995329,0.9944444,0.5000000,0.0055556,0.5025442,0.0093004
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,oversampling,best first,sensitive threshold,0.2459016,0.0004662,0.9995338,0.7540984,0.9868421,0.2459016,0.6227177,0.3620151
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,oversampling,best first,sensitive threshold,0.0265487,0.0013966,0.9986034,0.9734513,0.7500000,0.0265487,0.5125760,0.0423566
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,oversampling,best first,sensitive threshold,0.4633431,0.0000000,1.0000000,0.5366569,1.0000000,0.4633431,0.7316716,0.5984875
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,oversampling,best first,sensitive threshold,0.8681592,0.0801116,0.9198884,0.1318408,0.6345455,0.8681592,0.8940238,0.6825371
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,oversampling,best first,sensitive threshold,0.6261261,0.0003982,0.9996018,0.3738739,0.9964158,0.6261261,0.8128639,0.7387189
STORM,878,0.0296842,0.0000000,1.0000000,ibk,oversampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,oversampling,best first,sensitive threshold,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.6421307,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,oversampling,best first,sensitive threshold,0.1828794,0.0313653,0.9686347,0.8171206,0.5802469,0.1828794,0.5757570,0.2050901
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,oversampling,best first,sensitive threshold,0.3798220,0.0427574,0.9572426,0.6201780,0.7231638,0.3798220,0.6685323,0.4049216
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,oversampling,best first,sensitive threshold,0.2732394,0.1233816,0.8766184,0.7267606,0.3745174,0.2732394,0.5749289,0.1662600
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,oversampling,best first,sensitive threshold,0.2857143,0.1781931,0.8218069,0.7142857,0.0592105,0.2857143,0.5537606,0.0378913
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,oversampling,best first,sensitive threshold,0.7083333,0.3030303,0.6969697,0.2916667,0.0697674,0.7083333,0.7026515,0.0746476
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,oversampling,best first,sensitive threshold,0.2541436,0.0827103,0.9172897,0.7458564,0.2062780,0.2541436,0.5857167,0.1549738
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,oversampling,best first,sensitive threshold,0.7888889,0.0294255,0.9705745,0.2111111,0.6926829,0.7888889,0.8797317,0.7140458
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,oversampling,best first,sensitive threshold,0.4426230,0.0657343,0.9342657,0.5573770,0.4891304,0.4426230,0.6884443,0.3929121
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,oversampling,best first,sensitive threshold,0.2861357,0.0670391,0.9329609,0.7138643,0.4024896,0.2861357,0.6095483,0.2494641
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,oversampling,best first,sensitive threshold,0.9912023,0.0023234,0.9976766,0.0087977,0.9854227,0.9912023,0.9944395,0.9864445
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,oversampling,best first,sensitive threshold,0.8233831,0.0350737,0.9649263,0.1766169,0.7899761,0.8233831,0.8941547,0.7745560
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,oversampling,best first,sensitive threshold,0.9054054,0.0023895,0.9976105,0.0945946,0.9852941,0.9054054,0.9515080,0.9341918
STORM,878,0.0296842,0.0000000,1.0000000,random forest,undersampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,undersampling,best first,no cost sensitive,0.9202899,0.0801131,0.9198869,0.0797101,0.5990566,0.9202899,0.9200884,0.6812742
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,undersampling,best first,no cost sensitive,0.5992218,0.0479705,0.9520295,0.4007782,0.7475728,0.5992218,0.9135713,0.5963973
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,undersampling,best first,no cost sensitive,0.7626113,0.1239092,0.8760908,0.2373887,0.6441103,0.7626113,0.9151778,0.5997554
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,undersampling,best first,no cost sensitive,0.6676056,0.1896420,0.8103580,0.3323944,0.4876543,0.6676056,0.8023814,0.4212539
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,undersampling,best first,no cost sensitive,0.6825397,0.2897196,0.7102804,0.3174603,0.0846457,0.6825397,0.7705533,0.0894172
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,undersampling,best first,no cost sensitive,0.9027778,0.3961676,0.6038324,0.0972222,0.0681342,0.9027778,0.8363754,0.0731200
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,undersampling,best first,no cost sensitive,0.4696133,0.2116822,0.7883178,0.5303867,0.1579926,0.4696133,0.7381499,0.1355551
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,undersampling,best first,no cost sensitive,0.9388889,0.2143858,0.7856142,0.0611111,0.2691083,0.9388889,0.9289013,0.3385813
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,undersampling,best first,no cost sensitive,0.7836066,0.1594406,0.8405594,0.2163934,0.4113597,0.7836066,0.8846628,0.4496474
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,undersampling,best first,no cost sensitive,0.6607670,0.1396648,0.8603352,0.3392330,0.4274809,0.6607670,0.8701255,0.4237299
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,undersampling,best first,no cost sensitive,0.9941349,0.1779740,0.8220260,0.0058651,0.4695291,0.9941349,0.9940545,0.5551629
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,undersampling,best first,no cost sensitive,0.9975124,0.3431646,0.6568354,0.0024876,0.3177496,0.9975124,0.9681763,0.3447077
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,undersampling,best first,no cost sensitive,0.9842342,0.2974910,0.7025090,0.0157658,0.3690878,0.9842342,0.9773035,0.4073254
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,undersampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,undersampling,best first,no cost sensitive,0.9057971,0.1083883,0.8916117,0.0942029,0.5208333,0.9057971,0.9208089,0.6034131
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,undersampling,best first,no cost sensitive,0.4319066,0.0304428,0.9695572,0.5680934,0.7708333,0.4319066,0.9188030,0.4823678
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,undersampling,best first,no cost sensitive,0.1602374,0.0122164,0.9877836,0.8397626,0.7941176,0.1602374,0.8855314,0.2060842
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,undersampling,best first,no cost sensitive,0.4676056,0.1241432,0.8758568,0.5323944,0.5045593,0.4676056,0.8272894,0.3528913
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,undersampling,best first,no cost sensitive,0.2539683,0.0685358,0.9314642,0.7460317,0.1269841,0.2539683,0.8044603,0.1252605
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,undersampling,best first,no cost sensitive,0.7916667,0.2762923,0.7237077,0.2083333,0.0841950,0.7916667,0.8439635,0.1017203
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,undersampling,best first,no cost sensitive,0.1270718,0.0532710,0.9467290,0.8729282,0.1678832,0.1270718,0.8081672,0.0830404
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,undersampling,best first,no cost sensitive,0.0666667,0.0284914,0.9715086,0.9333333,0.1643836,0.0666667,0.8100304,0.0524555
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,undersampling,best first,no cost sensitive,0.6032787,0.0200466,0.9799534,0.3967213,0.8105727,0.6032787,0.9462211,0.6550866
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,undersampling,best first,no cost sensitive,0.1651917,0.0372439,0.9627561,0.8348083,0.4117647,0.1651917,0.8810782,0.1710891
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,undersampling,best first,no cost sensitive,0.0909091,0.0157993,0.9842007,0.9090909,0.4769231,0.0909091,0.9624165,0.1139004
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,undersampling,best first,no cost sensitive,0.9427861,0.1765644,0.8234356,0.0572139,0.4610706,0.9427861,0.9034516,0.5325831
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,undersampling,best first,no cost sensitive,0.8265766,0.0079650,0.9920350,0.1734234,0.9483204,0.8265766,0.9663068,0.8642794
STORM,878,0.0296842,0.0000000,1.0000000,ibk,undersampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,undersampling,best first,no cost sensitive,0.5579710,0.0782281,0.9217719,0.4420290,0.4812500,0.5579710,0.9064425,0.4486335
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,undersampling,best first,no cost sensitive,0.3929961,0.0636531,0.9363469,0.6070039,0.5941176,0.3929961,0.6638315,0.3781776
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,undersampling,best first,no cost sensitive,0.6528190,0.1012216,0.8987784,0.3471810,0.6547619,0.6528190,0.7778041,0.5521757
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,undersampling,best first,no cost sensitive,0.5239437,0.1873572,0.8126428,0.4760563,0.4305556,0.5239437,0.6614891,0.3119058
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,undersampling,best first,no cost sensitive,0.5238095,0.2691589,0.7308411,0.4761905,0.0709677,0.5238095,0.6149681,0.0626409
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,undersampling,best first,no cost sensitive,0.8472222,0.4099822,0.5900178,0.1527778,0.0621814,0.8472222,0.7199941,0.0614968
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,undersampling,best first,no cost sensitive,0.4419890,0.1817757,0.8182243,0.5580110,0.1705757,0.4419890,0.6305145,0.1505611
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,undersampling,best first,no cost sensitive,0.8611111,0.1728164,0.8271836,0.1388889,0.2952381,0.8611111,0.8570787,0.3665502
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,undersampling,best first,no cost sensitive,0.6426230,0.1822844,0.8177156,0.3573770,0.3339012,0.6426230,0.7258741,0.3296230
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,undersampling,best first,no cost sensitive,0.5752212,0.1778399,0.8221601,0.4247788,0.3379549,0.5752212,0.7042567,0.3067085
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,undersampling,best first,no cost sensitive,0.9941349,0.1575279,0.8424721,0.0058651,0.5000000,0.9941349,0.9197698,0.5908928
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,undersampling,best first,no cost sensitive,0.8955224,0.1658031,0.8341969,0.1044776,0.4639175,0.8955224,0.8438274,0.5247354
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,undersampling,best first,no cost sensitive,0.9234234,0.1055356,0.8944644,0.0765766,0.6074074,0.9234234,0.9307058,0.6736369
STORM,878,0.0296842,0.0000000,1.0000000,random forest,undersampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,undersampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9064425,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,undersampling,best first,sensitive learning,0.0233463,0.0073801,0.9926199,0.9766537,0.4285714,0.0233463,0.9094936,0.0249737
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,undersampling,best first,sensitive learning,0.4480712,0.0191972,0.9808028,0.5519288,0.8728324,0.4480712,0.9182034,0.5178201
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,undersampling,best first,sensitive learning,0.3774648,0.1005331,0.8994669,0.6225352,0.5037594,0.3774648,0.8110842,0.3048096
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,undersampling,best first,sensitive learning,0.2857143,0.1576324,0.8423676,0.7142857,0.0664207,0.2857143,0.7814716,0.0495290
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,undersampling,best first,sensitive learning,0.6666667,0.1938503,0.8061497,0.3333333,0.0993789,0.6666667,0.8531547,0.1256625
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,undersampling,best first,sensitive learning,0.0607735,0.0411215,0.9588785,0.9392265,0.1111111,0.0607735,0.7264819,0.0247931
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,undersampling,best first,sensitive learning,0.4111111,0.0448389,0.9551611,0.5888889,0.4352941,0.4111111,0.9147491,0.3758344
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,undersampling,best first,sensitive learning,0.4557377,0.0377622,0.9622378,0.5442623,0.6318182,0.4557377,0.8994650,0.4747190
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,undersampling,best first,sensitive learning,0.2477876,0.0232775,0.9767225,0.7522124,0.6268657,0.2477876,0.8796061,0.3012108
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,undersampling,best first,sensitive learning,0.3284457,0.0009294,0.9990706,0.6715543,0.9824561,0.3284457,0.9827018,0.4549489
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,undersampling,best first,sensitive learning,0.4427861,0.0099641,0.9900359,0.5572139,0.8768473,0.4427861,0.9577739,0.5463925
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,undersampling,best first,sensitive learning,0.6554054,0.0043807,0.9956193,0.3445946,0.9635762,0.6554054,0.9705736,0.7497126
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,undersampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,undersampling,best first,sensitive learning,0.9057971,0.1083883,0.8916117,0.0942029,0.5208333,0.9057971,0.9208089,0.6034131
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,undersampling,best first,sensitive learning,0.4202335,0.0212177,0.9787823,0.5797665,0.8244275,0.4202335,0.9188030,0.4908052
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,undersampling,best first,sensitive learning,0.0593472,0.0052356,0.9947644,0.9406528,0.7692308,0.0593472,0.8855314,0.0802527
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,undersampling,best first,sensitive learning,0.1830986,0.0365575,0.9634425,0.8169014,0.5752212,0.1830986,0.8272894,0.1950474
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,undersampling,best first,sensitive learning,0.1904762,0.0473520,0.9526480,0.8095238,0.1363636,0.1904762,0.8044603,0.1202093
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,undersampling,best first,sensitive learning,0.6388889,0.1764706,0.8235294,0.3611111,0.1040724,0.6388889,0.8440069,0.1326120
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,undersampling,best first,sensitive learning,0.0939227,0.0411215,0.9588785,0.9060773,0.1619048,0.0939227,0.8081672,0.0653632
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,undersampling,best first,sensitive learning,0.0444444,0.0144792,0.9855208,0.9555556,0.2051282,0.0444444,0.8100304,0.0467285
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,undersampling,best first,sensitive learning,0.0950820,0.0083916,0.9916084,0.9049180,0.6170213,0.0950820,0.9462211,0.1360512
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,undersampling,best first,sensitive learning,0.1032448,0.0256052,0.9743948,0.8967552,0.3888889,0.1032448,0.8810782,0.1124065
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,undersampling,best first,sensitive learning,0.0381232,0.0125465,0.9874535,0.9618768,0.3250000,0.0381232,0.9422034,0.0406893
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,undersampling,best first,sensitive learning,0.4353234,0.1287365,0.8712635,0.5646766,0.3514056,0.4353234,0.8735721,0.2786464
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,undersampling,best first,sensitive learning,0.0135135,0.0007965,0.9992035,0.9864865,0.7500000,0.0135135,0.9343246,0.0213435
STORM,878,0.0296842,0.0000000,1.0000000,ibk,undersampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,undersampling,best first,sensitive learning,0.5579710,0.0782281,0.9217719,0.4420290,0.4812500,0.5579710,0.9064425,0.4486335
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,undersampling,best first,sensitive learning,0.3929961,0.0636531,0.9363469,0.6070039,0.5941176,0.3929961,0.6638315,0.3781776
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,undersampling,best first,sensitive learning,0.6528190,0.1012216,0.8987784,0.3471810,0.6547619,0.6528190,0.7778041,0.5521757
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,undersampling,best first,sensitive learning,0.5239437,0.1873572,0.8126428,0.4760563,0.4305556,0.5239437,0.6614891,0.3119058
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,undersampling,best first,sensitive learning,0.5238095,0.2672897,0.7327103,0.4761905,0.0714286,0.5238095,0.6149681,0.0634578
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,undersampling,best first,sensitive learning,0.8472222,0.4095365,0.5904635,0.1527778,0.0622449,0.8472222,0.7199941,0.0616178
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,undersampling,best first,sensitive learning,0.4419890,0.1817757,0.8182243,0.5580110,0.1705757,0.4419890,0.6305145,0.1505611
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,undersampling,best first,sensitive learning,0.8611111,0.1723494,0.8276506,0.1388889,0.2958015,0.8611111,0.8570787,0.3672966
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,undersampling,best first,sensitive learning,0.6426230,0.1822844,0.8177156,0.3573770,0.3339012,0.6426230,0.7258741,0.3296230
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,undersampling,best first,sensitive learning,0.5693215,0.1769088,0.8230912,0.4306785,0.3368237,0.5693215,0.7042567,0.3040396
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,undersampling,best first,sensitive learning,0.9941349,0.1575279,0.8424721,0.0058651,0.5000000,0.9941349,0.9197698,0.5908928
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,undersampling,best first,sensitive learning,0.8930348,0.1335193,0.8664807,0.1069652,0.5172911,0.8930348,0.8438363,0.5820071
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,undersampling,best first,sensitive learning,0.9166667,0.0657109,0.9342891,0.0833333,0.7115385,0.9166667,0.9306923,0.7606946
STORM,878,0.0296842,0.0000000,1.0000000,random forest,undersampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,undersampling,best first,sensitive threshold,0.9202899,0.0801131,0.9198869,0.0797101,0.5990566,0.9202899,0.9200884,0.6812742
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,undersampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,undersampling,best first,sensitive threshold,0.2640950,0.0043630,0.9956370,0.7359050,0.9468085,0.2640950,0.6298660,0.3484058
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,undersampling,best first,sensitive threshold,0.2985915,0.0449353,0.9550647,0.7014085,0.6424242,0.2985915,0.6268281,0.3151997
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,undersampling,best first,sensitive threshold,0.1746032,0.1133956,0.8866044,0.8253968,0.0569948,0.1746032,0.5306038,0.0307383
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,undersampling,best first,sensitive threshold,0.4583333,0.1176471,0.8823529,0.5416667,0.1111111,0.4583333,0.6703431,0.1356037
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,undersampling,best first,sensitive threshold,0.0552486,0.0341121,0.9658879,0.9447514,0.1204819,0.0552486,0.5105682,0.0281003
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,undersampling,best first,sensitive threshold,0.4833333,0.0467071,0.9532929,0.5166667,0.4652406,0.4833333,0.7183131,0.4289861
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,undersampling,best first,sensitive threshold,0.2327869,0.0326340,0.9673660,0.7672131,0.5035461,0.2327869,0.6000764,0.2601496
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,undersampling,best first,sensitive threshold,0.1740413,0.0288641,0.9711359,0.8259587,0.4876033,0.1740413,0.5725886,0.1990881
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,undersampling,best first,sensitive threshold,0.6422287,0.0018587,0.9981413,0.3577713,0.9820628,0.6422287,0.8201850,0.7495004
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,undersampling,best first,sensitive threshold,0.7661692,0.0139498,0.9860502,0.2338308,0.8979592,0.7661692,0.8761097,0.8016195
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,undersampling,best first,sensitive threshold,0.7207207,0.0083632,0.9916368,0.2792793,0.9384164,0.7207207,0.8561788,0.7875542
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,undersampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,undersampling,best first,sensitive threshold,0.9057971,0.1083883,0.8916117,0.0942029,0.5208333,0.9057971,0.8987044,0.6034131
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,undersampling,best first,sensitive threshold,0.3112840,0.0175277,0.9824723,0.6887160,0.8080808,0.3112840,0.6468782,0.3837518
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,undersampling,best first,sensitive threshold,0.0593472,0.0052356,0.9947644,0.9406528,0.7692308,0.0593472,0.5270558,0.0802527
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,undersampling,best first,sensitive threshold,0.1830986,0.0365575,0.9634425,0.8169014,0.5752212,0.1830986,0.5732705,0.1950474
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,undersampling,best first,sensitive threshold,0.1904762,0.0473520,0.9526480,0.8095238,0.1363636,0.1904762,0.5715621,0.1202093
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,undersampling,best first,sensitive threshold,0.6388889,0.1760250,0.8239750,0.3611111,0.1043084,0.6388889,0.7314320,0.1329961
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,undersampling,best first,sensitive threshold,0.0939227,0.0411215,0.9588785,0.9060773,0.1619048,0.0939227,0.5264006,0.0653632
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,undersampling,best first,sensitive threshold,0.0444444,0.0144792,0.9855208,0.9555556,0.2051282,0.0444444,0.5149826,0.0467285
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,undersampling,best first,sensitive threshold,0.0950820,0.0083916,0.9916084,0.9049180,0.6170213,0.0950820,0.5433452,0.1360512
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,undersampling,best first,sensitive threshold,0.1032448,0.0256052,0.9743948,0.8967552,0.3888889,0.1032448,0.5388198,0.1124065
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,undersampling,best first,sensitive threshold,0.0439883,0.0125465,0.9874535,0.9560117,0.3571429,0.0439883,0.5157209,0.0498243
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,undersampling,best first,sensitive threshold,0.4452736,0.0880829,0.9119171,0.5547264,0.4475000,0.4452736,0.6785954,0.3579385
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,undersampling,best first,sensitive threshold,0.0135135,0.0003982,0.9996018,0.9864865,0.8571429,0.0135135,0.5065576,0.0220462
STORM,878,0.0296842,0.0000000,1.0000000,ibk,undersampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,undersampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,undersampling,best first,sensitive threshold,0.3929961,0.0636531,0.9363469,0.6070039,0.5941176,0.3929961,0.6646715,0.3781776
